x_i,y_i,z_i,Time to Land (s),Landing Result (Success/Fail),x_final,y_final,z_final,final_roll,final_pitch,final_yaw
-47.86209323778115,109.36606808930308,101.73216383258043,80.5628137588501,Fail,-81.24402077149061,72.60238692441689,52.58234835002549,,,
-93.46344356855096,41.037521266403054,114.50924759760801,9.627487897872925,Fail,,,,,,
-89.38654456923578,75.86368698562987,136.7644183076904,150.90974736213684,Fail,,,,,,
-103.74779540778732,80.59177784821523,115.32595397775108,150.92699480056763,Fail,,,,,,
-72.62695752118185,99.76835973021772,113.0965242976758,150.94771480560303,Fail,,,,,,
-82.5666306715882,59.00666805806382,136.3296830533531,150.89521884918213,Fail,,,,,,
-90.90724045227624,93.14521610819207,68.49259209129805,150.88900232315063,Fail,,,,,,
-69.79013135197062,49.388386800273864,148.60086768803217,150.90779900550842,Fail,,,,,,
-109.28575881982785,69.48595199004717,87.08751143253724,150.89169573783875,Fail,,,,,,
-110.65963673093344,49.590621114744806,125.33673909517788,150.895254611969,Fail,,,,,,
