x_i,y_i,z_i,Time to Land (s),Landing Result (Success/Fail),x_final,y_final,z_final,final_roll,final_pitch,final_yaw
-107.3736341625765,94.9766266359753,56.06119470778005,39.21333575248718,Fail,-84.7173758266171,74.77711535675098,32.640324901793925,-3.139988208188643,-0.0031878967441444014,0.02011834717410177
-75.37920440741384,58.206861660052674,57.58238513377795,46.259955406188965,Success,-79.10584265978262,72.52875372665946,32.65682028334135,3.140032720302329,-0.006330356506722107,0.07500690449897335
-82.95064847341409,41.93775037241502,70.5525628645442,92.56905198097229,Fail,-82.05047103361242,76.0038516979273,33.31568689144014,,,
-90.4925036609836,38.2570314920789,98.97973008607148,86.47490048408508,Success,-79.85616406697274,73.51147912687593,32.66662427829866,3.1407205809254384,-0.013448804818769844,0.02936988939216276
-49.52142279543612,39.14940587639226,120.49269943130294,146.6219379901886,Success,-80.85485128425617,72.82326806090572,32.64178139735708,-3.1257447719872005,-0.0023879276007533405,0.11917382175827286
-63.06784759408554,64.51944640688895,115.88038435304293,105.39627885818481,Fail,-79.46855040966776,70.15540361287344,32.66085842273512,-3.125266621225172,-0.018101345462406344,0.3105626354404936
-90.73418009812806,46.871399276575275,120.17586446398211,124.32863569259644,Success,-80.36978675741379,73.85685003051172,32.698228628929336,-3.125762456259531,-0.007764972465197293,0.05185703674534643
-40.4775280209948,104.91429270903623,112.34374870831253,151.3314700126648,Fail,-81.19217665602211,73.00611453103652,59.37287046232543,,,
-50.18921063288299,60.83688164472772,93.47159510287901,85.85478210449219,Success,-81.17190155019286,74.84099444031274,32.64388670824184,-3.1333394958771823,-0.014416936752925293,-0.014671383059996046
-87.29917562171582,47.273021138442566,50.557201995963034,75.52183270454407,Fail,-78.84208970985944,62.972148529977744,33.949551440502574,,,
