x_i,y_i,z_i,Time to Land (s),Landing Result (Success/Fail),x_final,y_final,z_final,final_roll,final_pitch,final_yaw
-79.11376825540677,114.49419381778111,89.69870599116769,75.0018539428711,Success,-80.39910998365794,75.23057280248015,32.64264540848847,-3.1383932783475896,-0.006996463138891383,-0.0322460799140639
-89.14421751706087,59.37436945054807,131.4323024242311,141.40749287605286,Success,-78.94657917629272,73.32914937624791,32.61855360239229,-3.1338656551123587,-0.021842332763092026,0.13390835693011455
-84.10604440868798,42.650174807097315,37.423161059465,44.60545110702515,Fail,-85.04555233608015,43.25281477880213,32.658685476756,-3.139149323917495,-0.003145221737398322,0.012542944442753182
-41.61976929834037,105.67643454230716,113.53121523124514,38.216630697250366,Fail,-42.071545520519514,105.98925166001162,112.29398877067636,,,
-91.50691417562263,54.13069107840205,48.84900119612658,35.419163942337036,Fail,-78.93026389395878,68.05050189521872,32.66510988275305,-3.1405737471538155,-0.020577223575562874,-0.015447643346119828
-58.296172251436545,52.02057574009913,83.27435200678458,70.69602799415588,Success,-83.47308324110058,72.57831493379477,32.68009394193112,3.1383744426474767,0.024504762053496703,0.027350009894836515
-63.91710789341036,71.0518947454542,74.6457100795288,62.1889123916626,Fail,-84.09714148286112,71.20181300592851,32.64777593713783,-3.1366448140319085,0.050450093436172766,0.13967796198219767
-73.52485260103194,100.82035538614413,99.94364127674233,88.78883719444275,Success,-80.25334598698443,75.05756864960473,32.64068207236729,-3.123695434501331,-0.004569953208146805,-0.14811700822383883
-64.9731101701523,62.36142551116039,80.4079076111849,68.29191637039185,Success,-78.97268296261575,74.92928547691432,32.69214678149711,-3.140036192439025,-0.03230060850833971,-0.04377569363632504
-58.361484911362744,67.37817869083058,84.51294398829887,72.71271395683289,Success,-81.78720792767672,72.85518678046904,32.666695658017595,3.138925884511985,0.017469914824374135,0.00845368019605588
