                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.0261,                 3.8361,                 2.0849,                0.68929,                0.56069,                0.58485,                 0.2698,                 1.9494,                 3.6618,                 1.8709,                 0.0703,                 0.0003,                 0.0003
