x_i,y_i,z_i,Time to Land (s),Landing Result (Success/Fail),x_final,y_final,z_final,final_roll,final_pitch,final_yaw
-113.75274065192716,44.96868120699902,48.71280870344091,34.99519610404968,Fail,-113.67271153273344,45.03156721980617,48.07966735453626,,,
-102.31487758111803,40.48970807768303,38.53869745754162,21.089353799819946,Fail,-112.09054931170185,40.48941682288579,38.44266276323503,,,
-69.22278448422887,64.27164464320207,58.97034625350953,62.1071720123291,Fail,-122.8630961630629,74.36702749214089,32.69227602826451,3.1389340981294622,0.1164078741655831,0.012269693684547353
-107.67876232234323,78.34948354206884,126.98505749800769,151.20188212394714,Fail,-78.97273170860149,73.28228856627695,70.7725979434893,,,
-71.82000889302967,50.19977283218367,68.53955868869123,54.01566004753113,Success,-82.60087229989747,71.35738374459461,32.6865055821339,3.1362246870131307,-0.007476939359551585,0.018854503309346453
-75.4154090045855,68.84464140263623,125.25367447537238,140.62972903251648,Success,-80.48173745730593,72.08886187602255,32.66829190045944,-3.1222687479806215,-0.009099827847563694,0.2154474967481677
-58.79220941131595,107.2878481033759,84.70568960641839,70.44064903259277,Success,-79.23824334062255,72.55603707945228,32.67128378264617,-3.1395578504587034,-0.033744796268372415,0.04595867510342401
-70.13996837933337,90.40642135998294,37.726121343358095,21.231921911239624,Fail,-70.19297937479202,90.22917605243536,37.466601105588076,,,
-64.80671834383631,108.62163583676139,107.67503615110792,94.93987584114075,Success,-80.25678862430246,75.22674756710776,32.62699523261032,-3.140047296331132,-0.01325508323270415,-0.12214643114826854
-57.47926584557994,113.09960652069334,37.16781985121615,20.671614408493042,Fail,-57.6266221355222,113.09944172718289,36.81427587945322,,,
