x_i,y_i,z_i,Time to Land (s),Landing Result (Success/Fail),x_final,y_final,z_final,final_roll,final_pitch,final_yaw
-77.90805760238229,47.49478900101293,149.40869714682634,49.97353148460388,Fail,-78.08548438856424,50.104576016054175,145.5966112405339,,,
-73.69514458071833,83.11045709982551,112.86051548740906,109.63226985931396,Success,-80.13535347213887,72.51835265408874,32.6833509957405,-3.12702396547076,-0.010958662223485216,0.19813168569228057
-71.09507769965148,112.09969162991293,126.18368965042275,151.11138105392456,Fail,-79.79993472452206,72.79317936515564,65.95429078679216,,,
-53.9508030875339,76.71608801364161,66.63171304625945,51.5067400932312,Success,-82.68810326550594,75.50736586801226,32.661492961582574,-3.1240854271797978,0.023885597143526133,-0.22742181464196592
-94.533189908346,42.288998557489315,144.22230216780707,35.39221930503845,Fail,-94.30388393053056,42.08079389819211,143.12482038816125,,,
-76.774901436217,91.94984573461606,133.0431699818579,51.70428514480591,Fail,-76.75890579139026,88.1445045379308,128.7723379269149,,,
-104.27836835893503,84.67003208815545,95.99682125678324,78.55810284614563,Success,-79.38635606235883,73.31559818702941,32.69407502221659,-3.1380113989130076,-0.021306065928884687,0.0396477620000073
-86.82057957925656,38.293404588563966,109.03002506095044,104.9738347530365,Success,-80.57863961899224,74.20933055068316,32.6274086769866,-3.1284225492859186,-0.001111154419183404,-0.039074106512308915
-47.36202671373631,64.12644873289953,151.5929239305986,36.5110080242157,Fail,-47.876383914216674,64.63581696957367,150.26513642492395,,,
-70.74496152183941,59.92075692596308,121.37119837511769,112.05172538757324,Success,-79.8113682526409,72.12838564669148,32.62870172587276,-3.1317408850963444,-0.0119330120369893,0.19209951039773368
