x_i,y_i,z_i,Time to Land (s),Landing Result (Success/Fail),x_final,y_final,z_final,final_roll,final_pitch,final_yaw
-103.59418244032337,47.63932162378374,63.016844404913606,0.08940505981445312,Fail,,,,,,
-110.42188275224191,38.77632864487637,139.44780946985077,0.10020780563354492,Fail,,,,,,
-63.54178601298543,78.64938858882365,66.3100006234873,0.10027623176574707,Fail,,,,,,
-73.44575698853275,78.41911561742964,60.60049390484223,0.10027050971984863,Fail,,,,,,
-67.9482945226016,104.54491212446827,124.32503586874294,0.1002810001373291,Fail,,,,,,
-118.12520282848723,54.66341521986702,84.7012449110663,0.10030651092529297,Fail,,,,,,
-80.5119452895401,60.74002030735238,148.19521723941605,0.1003718376159668,Fail,,,,,,
-59.545751434363154,104.47924297707422,92.68252127289894,0.10028910636901855,Fail,,,,,,
-105.58393348686475,57.48463733846527,73.63590305859137,0.10030722618103027,Fail,,,,,,
-80.80950128608194,97.64006433532504,67.63849410552731,0.10027694702148438,Fail,,,,,,
