x_i,y_i,z_i,Time to Land (s),Landing Result (Success/Fail),x_final,y_final,z_final,final_roll,final_pitch,final_yaw
-97.36893792654911,42.42728316159433,180.84323253413038,0.0957789421081543,Fail,,,,,,
-43.61558752475159,47.156565061212284,78.81559290065442,0.10004496574401855,Fail,,,,,,
-59.466083668719996,103.59607817860334,204.77671931207493,0.10073661804199219,Fail,,,,,,
-42.94535160169072,67.09772761106876,198.98218651855026,0.10013556480407715,Fail,,,,,,
-82.85324691491878,42.08231937674085,113.91671124827553,0.10013866424560547,Fail,,,,,,
-80.48754035473503,99.98252357271377,187.35806948620024,0.10015130043029785,Fail,,,,,,
-77.31326625360819,99.14918268049207,159.06991117685658,0.10227155685424805,Fail,,,,,,
-107.91772161590396,101.38557183307206,67.2738760575904,0.10021400451660156,Fail,,,,,,
-112.10811235090381,62.20744040819607,69.85404237743406,0.10010027885437012,Fail,,,,,,
-73.51076217225172,60.996038953848206,200.26155675610445,0.10019826889038086,Fail,,,,,,
