                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.0532,                  3.891,                 2.1742,                0.61833,                0.44509,                0.47055,                 0.2085,                 1.9093,                 2.4544,                  1.967,                 0.0703,                 0.0003,                 0.0003
