x_i,y_i,z_i,Time to Land (s),Landing Result (Success/Fail),x_final,y_final,z_final,final_roll,final_pitch,final_yaw
-55.800420638875735,97.59136692899776,107.05505426291117,0.09587931632995605,Fail,,,,,,
-51.14612976581688,68.54217563617473,205.2885095881202,0.10019183158874512,Fail,,,,,,
-71.36037058372884,113.83410507946296,168.54703246235124,0.1000070571899414,Fail,,,,,,
-99.14258037220561,77.14547702759974,119.38635201331029,0.09989356994628906,Fail,,,,,,
-106.13532899590203,60.87104866385961,65.95691675094717,0.10014820098876953,Fail,,,,,,
-99.71281602948868,69.01804801006435,59.45160648992093,0.1001288890838623,Fail,,,,,,
-115.25833750002508,53.71918936123646,118.28646342842697,0.10016036033630371,Fail,,,,,,
-115.17162450886383,40.20433335354512,206.30529019394564,0.09974789619445801,Fail,,,,,,
-65.76484847811585,65.05330373893807,103.69521521298212,0.10019135475158691,Fail,,,,,,
-90.89172353588849,37.66033190320978,132.01951491371364,0.10024452209472656,Fail,,,,,,
