                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.0322,                 3.9189,                 2.1474,                0.80885,                0.56358,                0.57305,                0.27553,                 1.7999,                 1.6827,                 1.9284,                 0.0703,                 0.0003,                 0.0003
