                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.1489,                 3.9302,                  2.017,                0.78046,                0.47977,                0.51161,                0.20288,                 2.0796,                  2.225,                 1.7541,                 0.0703,                 0.0003,                 0.0003
