                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.0817,                 3.5608,                 2.0477,                0.16139,                0.27746,                0.18029,                0.08151,                 2.2208,                 13.137,                 2.1834,                 0.0703,                 0.0003,                 0.0003
