x_i,y_i,z_i,Time to Land (s),Landing Result (Success/Fail),x_final,y_final,z_final,final_roll,final_pitch,final_yaw
-89.29070638948872,81.8109864920813,87.31147092710242,68.54875183105469,Success,-79.94331697793744,73.72035259514034,32.66520383049825,-3.140234308648934,-0.016812354249932868,0.004263450672902422
-60.70310063773108,38.117631026935285,36.48867770284357,22.751981258392334,Fail,-60.7520089095692,38.11762420383762,36.12154837866226,,,
-45.430677556217645,73.6683038010022,119.07954024516144,122.30773830413818,Success,-79.19725231788526,73.33418791465013,32.670215186307104,-3.138230444634314,-0.027271107018541147,0.04668089725183035
-74.05865968247922,72.54896170254769,116.62121794985525,106.54555678367615,Success,-80.36814731646008,71.66419268510548,32.612413514183636,-3.13820814113241,-0.004173749362498088,0.1921315726866919
-65.23979431940242,54.56822164742854,96.36116551491844,80.18616008758545,Success,-79.52147645177305,74.64714796705661,32.6836405657939,-3.133857878138617,-0.020701264187275012,-0.1216375074938625
-47.41718264664924,86.17771327316137,68.9825473519391,55.56208634376526,Success,-80.58114261353734,75.62531256578154,32.630052665083156,3.1356633940375778,0.00538986010285685,-0.017734783027867126
-46.31740795710391,62.40046262276963,90.04592506106934,105.45943307876587,Fail,-84.62422519284718,74.1380328134376,32.99323106944677,,,
-52.383904077185434,104.38624205750364,117.35033372171199,65.22452783584595,Fail,-56.5606221394872,99.95752275597057,112.52547496760475,,,
-56.69004147504677,92.18959815696829,127.52078481414902,21.19159197807312,Fail,-56.672764595221,92.01780988515397,126.80919479062982,,,
-119.19772345619224,69.53209760452714,99.5606676618787,83.7750813961029,Success,-81.1959079095341,73.73534957974785,32.66681079811658,-3.1404995248600476,-0.016334875455751113,0.009341650909105248
