x_i,y_i,z_i,Time to Land (s),Landing Result (Success/Fail),x_final,y_final,z_final,final_roll,final_pitch,final_yaw
-64.41298620736734,46.6783227893777,146.7117071665977,0.09478282928466797,Fail,,,,,,
-75.9325953532641,73.03123012112971,117.5507944434122,0.10031533241271973,Fail,,,,,,
-106.04829952724164,114.17267770209659,74.24354539535841,0.09995007514953613,Fail,,,,,,
-40.88403740263389,88.82098577689348,146.57000315733495,0.10015130043029785,Fail,,,,,,
-50.01138040271313,114.38983023746589,120.33089565430294,0.10019850730895996,Fail,,,,,,
-77.77562553372002,88.10429786095682,141.31267043024835,0.1001899242401123,Fail,,,,,,
-60.525737270240796,40.43272051410159,137.61213184632646,0.10019683837890625,Fail,,,,,,
-64.7594547322353,64.72411451877663,55.91557941675477,0.10007619857788086,Fail,,,,,,
-66.3788902723206,48.82878096707097,146.58826404206314,0.10037851333618164,Fail,,,,,,
-90.10447834764994,79.32476833005047,121.37630972285544,0.10014605522155762,Fail,,,,,,
