                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.0941,                 3.5839,                 2.1071,                0.67888,                0.52312,                 0.5306,                0.24365,                 1.9635,                 5.9311,                 2.0449,                 0.0703,                 0.0003,                 0.0003
