x_i,y_i,z_i,Time to Land (s),Landing Result (Success/Fail),x_final,y_final,z_final,final_roll,final_pitch,final_yaw
-98.21182086784287,105.26878465695543,102.56606088457866,21.10329031944275,Fail,-98.17299107928869,105.26878969027707,101.70427527818599,,,
-95.74360231471786,76.09476437026882,115.43371171561625,21.07925319671631,Fail,-95.3053948600501,75.77864203686823,114.59952926108653,,,
-71.64835473825934,88.72806655379968,49.03288586479644,20.985921382904053,Fail,-71.53368948542011,88.63574875246987,48.799713394347705,,,
-88.82784555076721,78.4051483431394,132.24812946109085,21.083360195159912,Fail,-88.41819039294832,78.07928774419658,131.2959217380603,,,
-75.11295034144568,50.23940980896418,87.2305126614653,20.99276566505432,Fail,-74.95557014346936,50.161042038124826,86.80237599385177,,,
-118.00257386626393,78.57213970498819,97.1880652895155,20.979920148849487,Fail,-117.65529822777786,78.36765832138913,96.62212879331085,,,
-73.13294255794716,66.01646885481341,100.86590917204298,20.98102068901062,Fail,-72.8263296579973,65.77605890598039,100.17949303148163,,,
-116.83139978063213,80.92991373660222,92.54314012913355,21.078962326049805,Fail,-116.7305588872845,80.88776118811056,92.18138650683855,,,
-49.06917986182242,106.18882072362322,36.61822912941925,20.975634336471558,Fail,-48.97821014545933,106.07809944493664,36.43350341392677,,,
-51.531221898916385,40.20415073843861,132.68314220865216,21.083385467529297,Fail,-51.46435347947348,40.183212530679924,132.18040736944192,,,
