                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.1513,                 3.8618,                 2.0337,                0.57108,                0.34682,                0.35771,                0.12242,                 2.3838,                 2.1232,                 2.1617,                 0.0703,                 0.0003,                 0.0003
