                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.1484,                 3.8636,                 2.0286,                0.70261,                0.46432,                0.51923,                0.20272,                  2.207,                 2.4411,                 2.0792,                 0.0703,                 0.0003,                 0.0003
