                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.1597,                 3.8562,                 2.0411,                0.71445,                0.59827,                0.61469,                0.28305,                 1.7829,                 2.2109,                 1.7771,                 0.0703,                 0.0003,                 0.0003
